items
"['B', 'C', 'I', 'L', 'M', 'N', 'P']"
"['D', 'F', 'G', 'H', 'L', 'N', 'Q']"
"['A', 'B', 'C', 'D', 'G', 'I', 'Q']"
"['C', 'E', 'F', 'J', 'K', 'L', 'N']"
"['A', 'C', 'G', 'H', 'L', 'M', 'N']"
"['A', 'D', 'E', 'F', 'H', 'I', 'N']"
"['B', 'C', 'D', 'E', 'J', 'M', 'P']"
"['A', 'B', 'C', 'F', 'I', 'J', 'N']"
"['C', 'D', 'H', 'I', 'K', 'L', 'P']"
"['B', 'D', 'I', 'J', 'L', 'M', 'O']"
"['A', 'C', 'D', 'G', 'H', 'L', 'O']"
"['A', 'B', 'C', 'E', 'G', 'P', 'Q']"
"['A', 'H', 'J', 'N', 'O', 'P', 'Q']"
"['A', 'G', 'H', 'K', 'L', 'N', 'P']"
"['C', 'H', 'I', 'K', 'N', 'O', 'P']"
"['B', 'C', 'E', 'F', 'H', 'J', 'N']"
"['I', 'J', 'L', 'M', 'N', 'O', 'P']"
"['E', 'F', 'H', 'J', 'K', 'M', 'O']"
"['A', 'D', 'H', 'J', 'M', 'O', 'P']"
"['A', 'D', 'E', 'J', 'K', 'M', 'Q']"
"['C', 'D', 'E', 'H', 'J', 'M', 'P']"
"['A', 'B', 'C', 'E', 'K', 'L', 'Q']"
"['I', 'K', 'L', 'N', 'O', 'P', 'Q']"
"['A', 'B', 'D', 'G', 'H', 'L', 'O']"
"['D', 'J', 'K', 'M', 'N', 'O', 'Q']"
"['B', 'C', 'D', 'G', 'I', 'J', 'M']"
"['C', 'D', 'E', 'F', 'K', 'L', 'M']"
"['A', 'C', 'E', 'J', 'M', 'N', 'O']"
"['A', 'B', 'F', 'G', 'H', 'K', 'L']"
"['B', 'D', 'J', 'K', 'N', 'O', 'P']"
"['A', 'B', 'F', 'G', 'I', 'J', 'N']"
"['C', 'F', 'H', 'J', 'L', 'N', 'O']"
"['A', 'D', 'F', 'J', 'K', 'N', 'P']"
"['A', 'B', 'D', 'F', 'H', 'I', 'O']"
"['B', 'D', 'E', 'F', 'G', 'H', 'L']"
"['A', 'C', 'F', 'G', 'I', 'O', 'Q']"
"['A', 'B', 'C', 'H', 'J', 'K', 'L']"
"['B', 'C', 'E', 'G', 'I', 'N', 'Q']"
"['A', 'B', 'E', 'G', 'J', 'L', 'O']"
"['A', 'E', 'F', 'I', 'K', 'L', 'N']"
"['A', 'C', 'E', 'G', 'H', 'K', 'L']"
"['C', 'I', 'J', 'N', 'O', 'P', 'Q']"
"['C', 'F', 'I', 'L', 'M', 'N', 'O']"
"['B', 'C', 'D', 'G', 'H', 'L', 'O']"
"['B', 'C', 'D', 'H', 'O', 'P', 'Q']"
"['C', 'F', 'G', 'K', 'L', 'M', 'Q']"
"['B', 'D', 'I', 'J', 'L', 'P', 'Q']"
"['C', 'D', 'F', 'I', 'L', 'N', 'Q']"
"['B', 'D', 'H', 'L', 'M', 'O', 'Q']"
"['A', 'C', 'D', 'G', 'H', 'J', 'O']"
"['A', 'E', 'G', 'I', 'L', 'M', 'N']"
"['D', 'E', 'G', 'J', 'M', 'O', 'P']"
"['D', 'E', 'I', 'J', 'K', 'P', 'Q']"
"['D', 'F', 'K', 'M', 'N', 'O', 'Q']"
"['F', 'H', 'I', 'K', 'N', 'O', 'P']"
"['A', 'E', 'G', 'H', 'O', 'P', 'Q']"
"['C', 'D', 'F', 'H', 'J', 'K', 'O']"
"['C', 'G', 'H', 'K', 'L', 'N', 'Q']"
"['A', 'H', 'I', 'J', 'K', 'L', 'N']"
"['B', 'F', 'H', 'I', 'K', 'M', 'Q']"
"['C', 'D', 'H', 'I', 'J', 'M', 'P']"
"['A', 'F', 'I', 'K', 'M', 'N', 'O']"
"['B', 'D', 'E', 'H', 'I', 'J', 'L']"
"['A', 'C', 'D', 'G', 'J', 'K', 'Q']"
"['A', 'B', 'F', 'J', 'N', 'O', 'P']"
"['E', 'F', 'G', 'I', 'K', 'P', 'Q']"
"['A', 'C', 'F', 'H', 'K', 'N', 'P']"
"['A', 'B', 'I', 'K', 'M', 'P', 'Q']"
"['A', 'B', 'C', 'N', 'O', 'P', 'Q']"
"['C', 'D', 'H', 'M', 'O', 'P', 'Q']"
"['D', 'G', 'I', 'K', 'L', 'M', 'O']"
"['B', 'C', 'E', 'H', 'I', 'K', 'P']"
"['B', 'C', 'D', 'F', 'K', 'P', 'Q']"
"['B', 'C', 'D', 'F', 'J', 'L', 'N']"
"['A', 'B', 'D', 'H', 'K', 'N', 'O']"
"['C', 'D', 'E', 'F', 'H', 'K', 'O']"
"['C', 'F', 'G', 'I', 'K', 'L', 'M']"
"['C', 'D', 'F', 'H', 'I', 'M', 'O']"
"['C', 'D', 'E', 'J', 'K', 'L', 'M']"
"['A', 'H', 'I', 'L', 'N', 'P', 'Q']"
"['B', 'D', 'F', 'G', 'H', 'N', 'O']"
"['D', 'E', 'F', 'H', 'N', 'O', 'Q']"
"['E', 'G', 'H', 'J', 'K', 'L', 'O']"
"['A', 'D', 'E', 'I', 'J', 'K', 'N']"
"['C', 'F', 'L', 'M', 'O', 'P', 'Q']"
"['A', 'B', 'E', 'J', 'L', 'N', 'Q']"
"['B', 'C', 'F', 'L', 'O', 'P', 'Q']"
"['B', 'C', 'D', 'E', 'H', 'K', 'M']"
"['C', 'F', 'G', 'H', 'J', 'K', 'M']"
"['B', 'C', 'D', 'E', 'G', 'L', 'O']"
"['D', 'E', 'G', 'H', 'I', 'K', 'M']"
"['A', 'D', 'F', 'H', 'I', 'P', 'Q']"
"['A', 'H', 'I', 'M', 'N', 'O', 'Q']"
"['D', 'F', 'J', 'L', 'M', 'O', 'P']"
"['E', 'F', 'G', 'J', 'K', 'L', 'N']"
"['F', 'G', 'J', 'K', 'L', 'M', 'N']"
"['A', 'B', 'E', 'J', 'L', 'P', 'Q']"
"['A', 'C', 'G', 'J', 'K', 'M', 'P']"
"['A', 'H', 'J', 'L', 'M', 'O', 'Q']"
"['B', 'D', 'E', 'G', 'I', 'J', 'K']"
"['B', 'E', 'G', 'H', 'J', 'M', 'P']"
"['E', 'F', 'G', 'I', 'L', 'O', 'P']"
"['A', 'C', 'D', 'E', 'G', 'K', 'L']"
"['B', 'F', 'H', 'I', 'L', 'O', 'Q']"
"['A', 'D', 'F', 'H', 'K', 'M', 'N']"
"['A', 'D', 'E', 'F', 'I', 'O', 'P']"
"['B', 'G', 'I', 'J', 'L', 'P', 'Q']"
"['C', 'F', 'I', 'L', 'N', 'P', 'Q']"
"['B', 'G', 'H', 'I', 'J', 'L', 'P']"
"['A', 'H', 'I', 'J', 'O', 'P', 'Q']"
"['A', 'C', 'D', 'E', 'F', 'I', 'Q']"
"['A', 'B', 'D', 'L', 'M', 'P', 'Q']"
"['A', 'C', 'F', 'G', 'I', 'J', 'N']"
"['A', 'C', 'H', 'K', 'M', 'P', 'Q']"
"['B', 'D', 'F', 'I', 'L', 'O', 'P']"
"['D', 'F', 'G', 'I', 'K', 'M', 'Q']"
"['C', 'D', 'G', 'I', 'K', 'N', 'Q']"
"['D', 'G', 'I', 'K', 'N', 'P', 'Q']"
"['D', 'E', 'H', 'N', 'O', 'P', 'Q']"
"['A', 'D', 'E', 'F', 'I', 'M', 'P']"
"['A', 'B', 'F', 'G', 'K', 'M', 'Q']"
"['A', 'B', 'F', 'G', 'I', 'L', 'Q']"
"['C', 'D', 'E', 'H', 'M', 'O', 'Q']"
"['A', 'B', 'F', 'G', 'I', 'P', 'Q']"
"['A', 'B', 'C', 'D', 'F', 'J', 'N']"
"['B', 'C', 'E', 'H', 'L', 'N', 'O']"
"['B', 'D', 'K', 'L', 'N', 'O', 'Q']"
"['B', 'C', 'G', 'I', 'L', 'M', 'Q']"
"['A', 'C', 'F', 'H', 'K', 'L', 'P']"
"['A', 'G', 'I', 'J', 'L', 'N', 'Q']"
"['B', 'D', 'F', 'G', 'I', 'J', 'N']"
"['A', 'B', 'D', 'E', 'H', 'M', 'Q']"
"['B', 'E', 'F', 'G', 'H', 'N', 'P']"
"['B', 'E', 'G', 'H', 'M', 'N', 'P']"
"['B', 'F', 'G', 'J', 'K', 'M', 'P']"
"['B', 'F', 'H', 'K', 'M', 'N', 'P']"
"['B', 'C', 'E', 'G', 'J', 'M', 'O']"
"['A', 'F', 'I', 'K', 'M', 'N', 'P']"
"['A', 'B', 'D', 'E', 'I', 'J', 'M']"
"['D', 'G', 'H', 'I', 'L', 'M', 'Q']"
"['A', 'D', 'I', 'K', 'N', 'O', 'P']"
"['A', 'B', 'E', 'K', 'M', 'N', 'P']"
"['B', 'D', 'E', 'G', 'L', 'N', 'O']"
"['E', 'F', 'H', 'I', 'L', 'M', 'Q']"
"['D', 'F', 'G', 'I', 'J', 'L', 'Q']"
"['A', 'B', 'C', 'G', 'K', 'L', 'O']"
"['A', 'D', 'H', 'I', 'L', 'M', 'N']"
"['A', 'C', 'E', 'H', 'K', 'L', 'P']"
"['A', 'D', 'E', 'H', 'J', 'O', 'Q']"
"['B', 'D', 'E', 'F', 'J', 'K', 'N']"
"['A', 'C', 'F', 'G', 'H', 'L', 'M']"
"['D', 'E', 'F', 'H', 'K', 'L', 'O']"
"['B', 'E', 'G', 'L', 'M', 'O', 'Q']"
"['B', 'F', 'G', 'I', 'L', 'O', 'P']"
"['A', 'I', 'K', 'L', 'O', 'P', 'Q']"
"['B', 'C', 'D', 'E', 'H', 'O', 'Q']"
"['A', 'B', 'F', 'J', 'K', 'L', 'O']"
"['A', 'B', 'D', 'G', 'J', 'K', 'M']"
"['A', 'G', 'H', 'J', 'M', 'N', 'Q']"
"['B', 'C', 'H', 'I', 'N', 'O', 'P']"
"['C', 'D', 'G', 'I', 'J', 'L', 'M']"
"['D', 'F', 'I', 'J', 'K', 'L', 'O']"
"['A', 'C', 'I', 'M', 'N', 'P', 'Q']"
"['E', 'G', 'H', 'K', 'M', 'O', 'Q']"
"['F', 'G', 'H', 'K', 'L', 'N', 'P']"
"['B', 'G', 'I', 'J', 'L', 'M', 'Q']"
"['A', 'B', 'H', 'K', 'L', 'O', 'Q']"
"['D', 'F', 'G', 'K', 'M', 'P', 'Q']"
"['A', 'D', 'F', 'H', 'K', 'L', 'M']"
"['A', 'C', 'D', 'E', 'N', 'O', 'P']"
"['B', 'I', 'J', 'L', 'M', 'N', 'O']"
"['B', 'F', 'G', 'L', 'N', 'P', 'Q']"
"['D', 'F', 'G', 'J', 'M', 'O', 'P']"
"['C', 'G', 'H', 'I', 'K', 'M', 'O']"
"['A', 'B', 'C', 'D', 'F', 'G', 'O']"
"['A', 'B', 'F', 'G', 'O', 'P', 'Q']"
"['D', 'F', 'G', 'H', 'I', 'K', 'P']"
"['B', 'F', 'G', 'J', 'O', 'P', 'Q']"
"['D', 'H', 'I', 'J', 'K', 'P', 'Q']"
"['E', 'G', 'I', 'J', 'M', 'P', 'Q']"
"['A', 'D', 'F', 'L', 'N', 'O', 'Q']"
"['A', 'F', 'I', 'K', 'M', 'O', 'Q']"
"['B', 'D', 'E', 'F', 'H', 'L', 'M']"
"['A', 'C', 'D', 'E', 'H', 'I', 'L']"
"['C', 'E', 'F', 'G', 'L', 'M', 'Q']"
"['E', 'F', 'G', 'L', 'M', 'O', 'P']"
"['B', 'F', 'H', 'K', 'L', 'O', 'Q']"
"['B', 'C', 'D', 'E', 'H', 'N', 'P']"
"['B', 'E', 'J', 'L', 'M', 'O', 'Q']"
"['A', 'D', 'E', 'F', 'H', 'I', 'Q']"
"['A', 'B', 'C', 'F', 'I', 'J', 'Q']"
"['D', 'F', 'H', 'I', 'K', 'N', 'O']"
"['C', 'E', 'G', 'I', 'J', 'K', 'O']"
"['A', 'C', 'E', 'F', 'H', 'L', 'M']"
"['C', 'G', 'I', 'K', 'N', 'O', 'Q']"
"['A', 'B', 'I', 'K', 'L', 'M', 'Q']"
"['D', 'E', 'I', 'K', 'L', 'M', 'P']"
"['B', 'C', 'H', 'L', 'O', 'P', 'Q']"
"['B', 'C', 'E', 'F', 'J', 'K', 'P']"
"['C', 'D', 'I', 'L', 'M', 'O', 'Q']"
"['A', 'C', 'G', 'K', 'L', 'O', 'Q']"
"['A', 'D', 'E', 'F', 'K', 'L', 'O']"
"['A', 'C', 'E', 'H', 'K', 'L', 'M']"
"['B', 'C', 'F', 'H', 'L', 'O', 'Q']"
"['A', 'C', 'D', 'F', 'I', 'J', 'K']"
"['B', 'F', 'I', 'J', 'M', 'P', 'Q']"
"['A', 'B', 'D', 'E', 'J', 'N', 'Q']"
"['B', 'D', 'G', 'H', 'I', 'J', 'Q']"
"['B', 'C', 'F', 'G', 'K', 'O', 'Q']"
"['A', 'B', 'J', 'K', 'L', 'M', 'P']"
"['C', 'E', 'F', 'G', 'H', 'I', 'J']"
"['A', 'D', 'E', 'H', 'M', 'O', 'Q']"
"['A', 'C', 'F', 'H', 'K', 'M', 'Q']"
"['A', 'C', 'F', 'I', 'K', 'M', 'N']"
"['F', 'G', 'K', 'M', 'O', 'P', 'Q']"
"['A', 'B', 'C', 'F', 'N', 'P', 'Q']"
"['B', 'C', 'D', 'F', 'G', 'H', 'P']"
"['B', 'C', 'J', 'L', 'N', 'O', 'Q']"
"['D', 'E', 'G', 'H', 'I', 'L', 'Q']"
"['A', 'F', 'G', 'K', 'L', 'M', 'Q']"
"['A', 'C', 'E', 'H', 'I', 'N', 'Q']"
"['B', 'G', 'H', 'J', 'K', 'P', 'Q']"
"['C', 'D', 'F', 'G', 'I', 'M', 'P']"
"['A', 'B', 'F', 'G', 'K', 'M', 'N']"
"['B', 'C', 'E', 'H', 'N', 'O', 'Q']"
"['C', 'F', 'G', 'H', 'K', 'P', 'Q']"
"['C', 'D', 'G', 'H', 'M', 'O', 'P']"
"['C', 'F', 'H', 'I', 'O', 'P', 'Q']"
"['D', 'F', 'I', 'J', 'K', 'L', 'Q']"
"['A', 'E', 'H', 'I', 'K', 'M', 'Q']"
"['E', 'F', 'H', 'I', 'L', 'P', 'Q']"
"['B', 'F', 'H', 'K', 'N', 'O', 'P']"
"['A', 'F', 'I', 'K', 'M', 'N', 'Q']"
"['B', 'E', 'F', 'J', 'L', 'N', 'O']"
"['E', 'F', 'G', 'I', 'K', 'L', 'N']"
"['C', 'J', 'K', 'L', 'M', 'O', 'P']"
"['C', 'E', 'G', 'J', 'K', 'L', 'O']"
"['B', 'D', 'E', 'G', 'K', 'N', 'Q']"
"['F', 'H', 'J', 'L', 'M', 'P', 'Q']"
"['C', 'D', 'G', 'K', 'O', 'P', 'Q']"
"['B', 'E', 'F', 'G', 'M', 'N', 'O']"
"['A', 'D', 'H', 'I', 'L', 'M', 'P']"
"['A', 'C', 'F', 'H', 'I', 'J', 'K']"
"['A', 'B', 'G', 'H', 'J', 'O', 'P']"
"['D', 'F', 'H', 'I', 'L', 'O', 'P']"
"['B', 'F', 'H', 'I', 'J', 'P', 'Q']"
"['B', 'C', 'E', 'H', 'J', 'M', 'P']"
"['B', 'F', 'G', 'K', 'O', 'P', 'Q']"
"['C', 'D', 'F', 'I', 'J', 'L', 'N']"
"['C', 'E', 'F', 'K', 'N', 'O', 'Q']"
"['A', 'D', 'E', 'F', 'K', 'O', 'Q']"
"['A', 'D', 'I', 'K', 'M', 'O', 'P']"
"['B', 'C', 'G', 'I', 'J', 'N', 'O']"
"['A', 'B', 'C', 'D', 'F', 'G', 'M']"
"['A', 'C', 'E', 'G', 'J', 'M', 'Q']"
"['B', 'C', 'I', 'L', 'N', 'O', 'Q']"
"['B', 'D', 'E', 'F', 'K', 'O', 'P']"
"['C', 'F', 'J', 'L', 'N', 'O', 'P']"
"['D', 'E', 'G', 'L', 'M', 'P', 'Q']"
"['B', 'C', 'I', 'J', 'K', 'N', 'P']"
"['A', 'E', 'F', 'G', 'J', 'K', 'O']"
"['B', 'D', 'E', 'J', 'K', 'M', 'O']"
"['A', 'F', 'I', 'J', 'M', 'N', 'P']"
"['A', 'C', 'E', 'I', 'M', 'P', 'Q']"
"['C', 'D', 'I', 'J', 'K', 'P', 'Q']"
"['B', 'C', 'E', 'F', 'K', 'L', 'O']"
"['F', 'G', 'H', 'I', 'L', 'O', 'Q']"
"['B', 'F', 'I', 'L', 'N', 'P', 'Q']"
"['A', 'B', 'C', 'D', 'J', 'K', 'P']"
"['B', 'D', 'E', 'F', 'I', 'K', 'L']"
"['A', 'B', 'C', 'F', 'K', 'M', 'O']"
"['A', 'D', 'F', 'I', 'K', 'O', 'P']"
"['B', 'C', 'G', 'H', 'I', 'O', 'P']"
"['C', 'D', 'G', 'L', 'M', 'P', 'Q']"
"['F', 'G', 'J', 'K', 'N', 'O', 'P']"
"['A', 'I', 'K', 'L', 'M', 'N', 'Q']"
"['A', 'G', 'H', 'I', 'N', 'P', 'Q']"
"['D', 'G', 'I', 'K', 'L', 'N', 'P']"
"['A', 'B', 'C', 'G', 'H', 'K', 'N']"
"['C', 'E', 'F', 'G', 'N', 'P', 'Q']"
"['E', 'G', 'J', 'L', 'M', 'O', 'Q']"
"['A', 'B', 'C', 'G', 'N', 'P', 'Q']"
"['A', 'D', 'G', 'I', 'K', 'M', 'Q']"
"['A', 'B', 'E', 'I', 'K', 'M', 'O']"
"['A', 'C', 'E', 'F', 'L', 'O', 'Q']"
"['E', 'F', 'J', 'K', 'L', 'P', 'Q']"
"['D', 'F', 'G', 'H', 'J', 'L', 'O']"
"['F', 'G', 'K', 'M', 'N', 'O', 'P']"
"['A', 'D', 'E', 'K', 'M', 'P', 'Q']"
"['B', 'D', 'E', 'G', 'H', 'K', 'M']"
"['E', 'G', 'I', 'K', 'L', 'N', 'P']"
"['E', 'G', 'I', 'K', 'N', 'O', 'Q']"
"['B', 'D', 'E', 'H', 'K', 'M', 'N']"
"['A', 'B', 'I', 'J', 'M', 'P', 'Q']"
"['A', 'B', 'E', 'F', 'K', 'N', 'Q']"
"['B', 'C', 'E', 'I', 'J', 'M', 'O']"
"['B', 'C', 'E', 'G', 'I', 'J', 'Q']"
"['A', 'F', 'H', 'I', 'J', 'M', 'O']"
"['B', 'C', 'G', 'H', 'K', 'M', 'P']"
"['A', 'D', 'G', 'H', 'I', 'J', 'M']"
"['A', 'D', 'F', 'H', 'J', 'N', 'O']"
"['A', 'B', 'F', 'I', 'L', 'M', 'N']"
"['D', 'E', 'F', 'I', 'J', 'N', 'O']"
"['D', 'G', 'J', 'K', 'M', 'O', 'Q']"
"['C', 'E', 'F', 'I', 'M', 'N', 'O']"
"['D', 'E', 'H', 'I', 'K', 'L', 'Q']"
"['A', 'E', 'G', 'I', 'K', 'M', 'O']"
"['A', 'D', 'E', 'G', 'H', 'P', 'Q']"
"['A', 'B', 'E', 'H', 'M', 'O', 'Q']"
"['A', 'D', 'F', 'G', 'I', 'L', 'M']"
"['G', 'I', 'K', 'M', 'N', 'O', 'P']"
"['D', 'E', 'G', 'H', 'L', 'O', 'Q']"
"['E', 'F', 'K', 'L', 'M', 'N', 'P']"
"['D', 'G', 'H', 'I', 'K', 'O', 'P']"
"['A', 'H', 'I', 'K', 'L', 'N', 'O']"
"['B', 'E', 'F', 'H', 'I', 'N', 'P']"
"['F', 'G', 'H', 'I', 'O', 'P', 'Q']"
"['C', 'E', 'G', 'H', 'I', 'K', 'O']"
"['B', 'F', 'G', 'H', 'I', 'L', 'M']"
"['A', 'C', 'G', 'J', 'L', 'M', 'N']"
"['A', 'G', 'I', 'L', 'M', 'N', 'Q']"
"['C', 'D', 'G', 'H', 'I', 'N', 'Q']"
"['A', 'E', 'H', 'J', 'N', 'O', 'Q']"
"['A', 'E', 'H', 'J', 'N', 'P', 'Q']"
"['B', 'G', 'K', 'L', 'M', 'P', 'Q']"
"['B', 'C', 'D', 'F', 'I', 'J', 'O']"
"['D', 'E', 'H', 'I', 'M', 'O', 'Q']"
"['A', 'B', 'H', 'K', 'N', 'O', 'P']"
"['D', 'F', 'G', 'I', 'N', 'O', 'P']"
"['A', 'C', 'E', 'H', 'I', 'M', 'Q']"
"['C', 'D', 'F', 'H', 'M', 'P', 'Q']"
"['B', 'G', 'H', 'L', 'N', 'O', 'Q']"
"['B', 'G', 'I', 'J', 'L', 'M', 'P']"
"['A', 'F', 'I', 'J', 'M', 'N', 'O']"
"['A', 'B', 'E', 'G', 'I', 'M', 'P']"
"['E', 'G', 'J', 'K', 'L', 'N', 'O']"
"['A', 'D', 'J', 'K', 'O', 'P', 'Q']"
"['C', 'D', 'F', 'H', 'J', 'L', 'O']"
"['A', 'B', 'D', 'G', 'I', 'N', 'P']"
"['A', 'B', 'G', 'H', 'J', 'K', 'Q']"
"['A', 'E', 'G', 'H', 'K', 'N', 'Q']"
"['C', 'F', 'G', 'H', 'I', 'K', 'L']"
"['F', 'H', 'I', 'L', 'M', 'P', 'Q']"
"['C', 'E', 'G', 'H', 'J', 'L', 'M']"
"['B', 'E', 'K', 'M', 'N', 'P', 'Q']"
"['C', 'F', 'H', 'K', 'M', 'O', 'Q']"
"['H', 'I', 'J', 'L', 'N', 'O', 'P']"
"['D', 'E', 'H', 'M', 'N', 'O', 'Q']"
"['C', 'D', 'F', 'H', 'I', 'L', 'M']"
"['A', 'F', 'H', 'L', 'N', 'O', 'Q']"
"['A', 'B', 'C', 'D', 'E', 'I', 'O']"
"['A', 'D', 'E', 'F', 'G', 'I', 'N']"
"['A', 'D', 'E', 'G', 'H', 'I', 'O']"
"['C', 'D', 'G', 'I', 'N', 'P', 'Q']"
"['A', 'B', 'E', 'K', 'N', 'O', 'Q']"
"['A', 'B', 'D', 'E', 'L', 'N', 'P']"
"['C', 'E', 'F', 'G', 'J', 'L', 'Q']"
"['F', 'G', 'H', 'K', 'O', 'P', 'Q']"
"['A', 'B', 'E', 'F', 'I', 'K', 'P']"
"['B', 'C', 'D', 'G', 'I', 'N', 'O']"
"['A', 'C', 'D', 'G', 'J', 'L', 'Q']"
"['A', 'B', 'G', 'K', 'L', 'M', 'P']"
"['A', 'C', 'D', 'E', 'F', 'J', 'N']"
"['E', 'F', 'G', 'K', 'L', 'O', 'P']"
"['B', 'C', 'F', 'G', 'H', 'L', 'Q']"
"['B', 'H', 'J', 'K', 'M', 'N', 'O']"
"['C', 'D', 'G', 'H', 'L', 'M', 'O']"
"['C', 'D', 'H', 'K', 'O', 'P', 'Q']"
"['C', 'D', 'E', 'F', 'G', 'I', 'K']"
"['A', 'E', 'F', 'H', 'I', 'M', 'Q']"
"['A', 'B', 'C', 'E', 'H', 'N', 'P']"
"['A', 'C', 'D', 'H', 'J', 'K', 'P']"
"['B', 'C', 'D', 'G', 'I', 'K', 'O']"
"['F', 'J', 'K', 'L', 'N', 'P', 'Q']"
"['B', 'E', 'G', 'K', 'L', 'M', 'P']"
"['B', 'C', 'H', 'I', 'J', 'P', 'Q']"
"['A', 'C', 'E', 'J', 'L', 'O', 'Q']"
"['E', 'G', 'L', 'M', 'N', 'O', 'Q']"
"['F', 'H', 'K', 'L', 'N', 'O', 'Q']"
"['A', 'B', 'F', 'H', 'M', 'N', 'O']"
"['B', 'E', 'I', 'J', 'K', 'M', 'Q']"
"['B', 'C', 'E', 'H', 'J', 'K', 'P']"
"['C', 'F', 'I', 'J', 'K', 'L', 'Q']"
"['A', 'C', 'F', 'G', 'H', 'N', 'O']"
"['C', 'D', 'E', 'I', 'M', 'O', 'Q']"
"['A', 'B', 'D', 'I', 'M', 'N', 'P']"
"['B', 'C', 'E', 'G', 'H', 'J', 'K']"
"['A', 'B', 'D', 'E', 'J', 'L', 'N']"
"['C', 'E', 'F', 'G', 'K', 'M', 'O']"
"['B', 'E', 'F', 'G', 'J', 'L', 'P']"
"['D', 'F', 'I', 'N', 'O', 'P', 'Q']"
"['D', 'F', 'L', 'M', 'N', 'O', 'Q']"
"['B', 'C', 'E', 'G', 'M', 'N', 'P']"
"['C', 'E', 'F', 'G', 'H', 'I', 'Q']"
"['A', 'B', 'C', 'E', 'F', 'H', 'K']"
"['B', 'C', 'F', 'G', 'J', 'M', 'Q']"
"['C', 'I', 'L', 'M', 'N', 'P', 'Q']"
"['A', 'C', 'E', 'G', 'K', 'M', 'O']"
"['A', 'C', 'D', 'F', 'L', 'M', 'N']"
"['B', 'E', 'F', 'I', 'M', 'O', 'Q']"
"['A', 'C', 'E', 'G', 'J', 'O', 'P']"
"['C', 'F', 'H', 'K', 'L', 'M', 'N']"
"['D', 'E', 'G', 'H', 'J', 'L', 'N']"
"['A', 'B', 'H', 'I', 'O', 'P', 'Q']"
"['A', 'B', 'D', 'E', 'J', 'O', 'Q']"
"['B', 'E', 'F', 'G', 'H', 'J', 'P']"
"['A', 'B', 'D', 'J', 'K', 'L', 'O']"
"['A', 'F', 'H', 'J', 'M', 'O', 'P']"
"['D', 'E', 'F', 'G', 'H', 'P', 'Q']"
"['C', 'E', 'G', 'I', 'J', 'K', 'P']"
"['A', 'B', 'C', 'F', 'I', 'K', 'P']"
"['A', 'E', 'F', 'J', 'K', 'L', 'N']"
"['D', 'E', 'F', 'G', 'J', 'M', 'P']"
"['A', 'C', 'E', 'K', 'L', 'N', 'Q']"
"['F', 'H', 'I', 'J', 'M', 'P', 'Q']"
"['A', 'C', 'H', 'L', 'M', 'N', 'O']"
"['A', 'B', 'C', 'E', 'J', 'L', 'P']"
"['A', 'E', 'F', 'H', 'I', 'M', 'N']"
"['E', 'F', 'G', 'K', 'N', 'P', 'Q']"
"['B', 'F', 'J', 'K', 'L', 'N', 'O']"
"['B', 'C', 'G', 'H', 'K', 'P', 'Q']"
"['B', 'G', 'H', 'J', 'N', 'O', 'Q']"
"['A', 'B', 'E', 'F', 'H', 'L', 'M']"
"['A', 'C', 'E', 'H', 'I', 'L', 'N']"
"['A', 'C', 'D', 'F', 'J', 'M', 'O']"
"['A', 'C', 'E', 'J', 'L', 'O', 'P']"
"['D', 'E', 'F', 'I', 'M', 'N', 'P']"
"['D', 'E', 'G', 'I', 'N', 'O', 'Q']"
"['A', 'D', 'G', 'J', 'K', 'L', 'M']"
"['B', 'H', 'I', 'J', 'L', 'M', 'N']"
"['B', 'D', 'E', 'I', 'K', 'M', 'O']"
"['A', 'C', 'I', 'J', 'M', 'N', 'P']"
"['A', 'C', 'H', 'I', 'J', 'K', 'P']"
"['B', 'D', 'E', 'F', 'K', 'M', 'P']"
"['A', 'D', 'F', 'G', 'H', 'J', 'L']"
"['C', 'E', 'G', 'H', 'M', 'N', 'O']"
"['B', 'D', 'E', 'F', 'I', 'N', 'Q']"
"['D', 'E', 'F', 'H', 'M', 'P', 'Q']"
"['A', 'E', 'F', 'H', 'K', 'M', 'O']"
"['B', 'D', 'H', 'I', 'J', 'K', 'N']"
"['B', 'D', 'I', 'J', 'K', 'M', 'P']"
"['F', 'G', 'J', 'K', 'L', 'M', 'O']"
"['B', 'D', 'F', 'H', 'J', 'N', 'O']"
"['A', 'B', 'D', 'E', 'G', 'K', 'L']"
"['A', 'C', 'D', 'H', 'I', 'K', 'N']"
"['B', 'F', 'G', 'K', 'N', 'O', 'P']"
"['A', 'C', 'E', 'G', 'H', 'I', 'N']"
"['A', 'D', 'F', 'K', 'N', 'O', 'Q']"
"['B', 'C', 'D', 'G', 'I', 'O', 'P']"
"['B', 'E', 'F', 'G', 'H', 'K', 'P']"
"['A', 'B', 'C', 'H', 'L', 'N', 'P']"
"['E', 'F', 'G', 'H', 'I', 'K', 'N']"
"['B', 'D', 'E', 'F', 'H', 'I', 'P']"
"['A', 'E', 'F', 'J', 'M', 'P', 'Q']"
"['A', 'G', 'I', 'J', 'K', 'M', 'P']"
"['C', 'G', 'J', 'K', 'L', 'M', 'O']"
"['A', 'D', 'E', 'K', 'N', 'P', 'Q']"
"['D', 'G', 'H', 'K', 'N', 'O', 'Q']"
"['B', 'C', 'F', 'I', 'N', 'O', 'Q']"
"['A', 'B', 'D', 'E', 'L', 'M', 'Q']"
