items
"['B', 'D', 'F', 'I', 'K', 'N']"
"['A', 'C', 'H', 'L', 'M', 'O']"
"['D', 'I', 'M', 'N', 'O', 'P']"
"['F', 'G', 'I', 'L', 'M', 'N']"
"['A', 'E', 'F', 'H', 'K', 'L']"
"['E', 'G', 'L', 'M', 'O', 'P']"
"['F', 'H', 'I', 'J', 'N', 'Q']"
"['C', 'I', 'J', 'N', 'P', 'Q']"
"['B', 'C', 'D', 'L', 'M', 'O']"
"['B', 'D', 'E', 'I', 'N', 'Q']"
"['B', 'I', 'J', 'K', 'L', 'Q']"
"['C', 'F', 'G', 'H', 'J', 'L']"
"['A', 'B', 'D', 'F', 'M', 'Q']"
"['B', 'J', 'K', 'L', 'M', 'P']"
"['B', 'D', 'E', 'I', 'J', 'Q']"
"['B', 'E', 'F', 'G', 'H', 'J']"
"['E', 'F', 'I', 'L', 'O', 'P']"
"['A', 'C', 'G', 'H', 'O', 'Q']"
"['D', 'F', 'G', 'J', 'L', 'O']"
"['A', 'B', 'C', 'F', 'K', 'L']"
"['A', 'B', 'D', 'K', 'M', 'N']"
"['A', 'C', 'D', 'K', 'L', 'Q']"
"['A', 'C', 'E', 'G', 'O', 'Q']"
"['B', 'E', 'G', 'I', 'N', 'O']"
"['B', 'C', 'F', 'G', 'L', 'P']"
"['A', 'B', 'E', 'F', 'J', 'N']"
"['A', 'D', 'H', 'L', 'N', 'Q']"
"['D', 'H', 'K', 'L', 'P', 'Q']"
"['B', 'D', 'F', 'I', 'J', 'L']"
"['A', 'C', 'D', 'F', 'G', 'I']"
"['A', 'D', 'E', 'F', 'L', 'Q']"
"['A', 'G', 'I', 'L', 'M', 'P']"
"['A', 'E', 'G', 'H', 'O', 'P']"
"['A', 'B', 'C', 'H', 'I', 'K']"
"['D', 'H', 'J', 'K', 'L', 'N']"
"['B', 'F', 'L', 'M', 'P', 'Q']"
"['B', 'D', 'F', 'K', 'L', 'Q']"
"['A', 'B', 'J', 'M', 'O', 'P']"
"['B', 'C', 'E', 'F', 'I', 'K']"
"['C', 'G', 'H', 'J', 'L', 'O']"
"['D', 'E', 'F', 'J', 'M', 'P']"
"['B', 'C', 'G', 'I', 'L', 'O']"
"['C', 'D', 'G', 'I', 'K', 'L']"
"['E', 'G', 'I', 'L', 'N', 'Q']"
"['B', 'C', 'G', 'I', 'L', 'P']"
"['B', 'F', 'G', 'L', 'N', 'P']"
"['A', 'B', 'C', 'L', 'O', 'Q']"
"['B', 'C', 'D', 'M', 'N', 'Q']"
"['B', 'F', 'J', 'M', 'N', 'O']"
"['A', 'C', 'H', 'L', 'N', 'P']"
"['A', 'B', 'C', 'G', 'J', 'Q']"
"['B', 'F', 'L', 'M', 'N', 'Q']"
"['E', 'F', 'G', 'I', 'J', 'Q']"
"['A', 'C', 'D', 'E', 'I', 'J']"
"['A', 'L', 'M', 'N', 'P', 'Q']"
"['A', 'F', 'G', 'L', 'M', 'Q']"
"['A', 'F', 'N', 'O', 'P', 'Q']"
"['A', 'C', 'E', 'F', 'I', 'Q']"
"['A', 'E', 'F', 'G', 'H', 'J']"
"['B', 'E', 'H', 'I', 'O', 'Q']"
"['B', 'C', 'G', 'H', 'J', 'L']"
"['A', 'E', 'H', 'O', 'P', 'Q']"
"['A', 'F', 'G', 'I', 'K', 'Q']"
"['C', 'E', 'G', 'J', 'N', 'O']"
"['A', 'C', 'E', 'H', 'O', 'Q']"
"['A', 'G', 'I', 'N', 'O', 'Q']"
"['D', 'F', 'J', 'M', 'P', 'Q']"
"['B', 'D', 'L', 'M', 'N', 'O']"
"['B', 'C', 'D', 'F', 'M', 'P']"
"['B', 'D', 'G', 'I', 'L', 'P']"
"['A', 'H', 'L', 'O', 'P', 'Q']"
"['G', 'I', 'N', 'O', 'P', 'Q']"
"['D', 'K', 'L', 'O', 'P', 'Q']"
"['C', 'G', 'M', 'N', 'O', 'Q']"
"['A', 'E', 'F', 'G', 'L', 'P']"
"['E', 'F', 'H', 'J', 'L', 'P']"
"['A', 'G', 'I', 'J', 'M', 'P']"
"['B', 'F', 'G', 'K', 'P', 'Q']"
"['B', 'F', 'G', 'I', 'M', 'Q']"
"['A', 'B', 'D', 'E', 'H', 'K']"
"['B', 'D', 'G', 'N', 'O', 'Q']"
"['B', 'D', 'G', 'K', 'L', 'P']"
"['C', 'G', 'I', 'L', 'M', 'N']"
"['A', 'C', 'D', 'F', 'J', 'N']"
"['F', 'I', 'J', 'K', 'M', 'N']"
"['D', 'F', 'H', 'I', 'K', 'Q']"
"['B', 'D', 'E', 'G', 'H', 'O']"
"['E', 'F', 'G', 'H', 'O', 'P']"
"['A', 'B', 'D', 'J', 'M', 'N']"
"['C', 'E', 'F', 'H', 'I', 'L']"
"['F', 'H', 'I', 'J', 'N', 'O']"
"['D', 'F', 'G', 'K', 'L', 'N']"
"['A', 'D', 'E', 'H', 'M', 'P']"
"['A', 'B', 'D', 'E', 'H', 'O']"
"['A', 'C', 'H', 'K', 'N', 'Q']"
"['A', 'B', 'F', 'K', 'O', 'P']"
"['A', 'B', 'G', 'L', 'O', 'P']"
"['C', 'D', 'M', 'N', 'O', 'P']"
"['A', 'J', 'K', 'L', 'O', 'Q']"
"['C', 'I', 'L', 'M', 'N', 'O']"
"['C', 'D', 'E', 'L', 'N', 'P']"
"['E', 'F', 'G', 'I', 'K', 'M']"
"['A', 'B', 'G', 'H', 'L', 'O']"
"['D', 'F', 'G', 'I', 'K', 'P']"
"['A', 'B', 'D', 'G', 'H', 'K']"
"['B', 'E', 'F', 'L', 'N', 'Q']"
"['B', 'E', 'F', 'G', 'I', 'K']"
"['C', 'D', 'K', 'M', 'N', 'P']"
"['B', 'D', 'H', 'J', 'O', 'Q']"
"['E', 'G', 'H', 'L', 'N', 'P']"
"['A', 'E', 'G', 'M', 'N', 'P']"
"['A', 'F', 'G', 'I', 'J', 'Q']"
"['A', 'C', 'F', 'H', 'I', 'P']"
"['D', 'E', 'J', 'O', 'P', 'Q']"
"['B', 'F', 'G', 'H', 'I', 'N']"
"['C', 'D', 'H', 'I', 'K', 'P']"
"['C', 'F', 'I', 'M', 'P', 'Q']"
"['B', 'F', 'I', 'K', 'N', 'Q']"
"['C', 'G', 'H', 'L', 'N', 'Q']"
"['A', 'C', 'F', 'I', 'K', 'N']"
"['C', 'D', 'F', 'I', 'J', 'L']"
"['E', 'F', 'I', 'M', 'O', 'P']"
"['A', 'F', 'I', 'L', 'M', 'O']"
"['A', 'H', 'I', 'J', 'N', 'P']"
"['C', 'D', 'G', 'H', 'I', 'O']"
"['D', 'E', 'J', 'M', 'P', 'Q']"
"['A', 'D', 'G', 'I', 'O', 'Q']"
"['B', 'C', 'H', 'I', 'J', 'P']"
"['A', 'D', 'E', 'I', 'J', 'L']"
"['B', 'C', 'E', 'I', 'J', 'N']"
"['D', 'E', 'H', 'K', 'L', 'M']"
"['B', 'D', 'E', 'H', 'J', 'M']"
"['A', 'E', 'F', 'I', 'O', 'P']"
"['B', 'G', 'H', 'I', 'K', 'L']"
"['A', 'F', 'J', 'K', 'L', 'Q']"
"['A', 'J', 'K', 'N', 'O', 'P']"
"['D', 'G', 'I', 'L', 'O', 'P']"
"['A', 'B', 'C', 'D', 'E', 'H']"
"['B', 'F', 'K', 'L', 'N', 'O']"
"['B', 'F', 'G', 'J', 'N', 'Q']"
"['C', 'D', 'F', 'H', 'I', 'L']"
"['E', 'K', 'L', 'M', 'N', 'O']"
"['E', 'G', 'I', 'J', 'K', 'P']"
"['A', 'B', 'F', 'G', 'L', 'O']"
"['C', 'D', 'F', 'H', 'I', 'Q']"
"['B', 'F', 'J', 'L', 'M', 'Q']"
"['B', 'C', 'E', 'F', 'K', 'O']"
"['F', 'H', 'J', 'N', 'P', 'Q']"
"['A', 'G', 'I', 'M', 'N', 'Q']"
"['G', 'H', 'J', 'K', 'M', 'P']"
"['F', 'H', 'I', 'J', 'K', 'M']"
"['A', 'B', 'I', 'J', 'L', 'Q']"
"['A', 'B', 'C', 'I', 'M', 'N']"
"['B', 'D', 'F', 'I', 'L', 'N']"
"['A', 'C', 'D', 'F', 'O', 'Q']"
"['A', 'B', 'G', 'H', 'K', 'N']"
"['A', 'B', 'D', 'F', 'M', 'P']"
"['E', 'G', 'L', 'O', 'P', 'Q']"
"['A', 'B', 'E', 'H', 'J', 'Q']"
"['E', 'I', 'K', 'M', 'P', 'Q']"
"['A', 'B', 'D', 'H', 'O', 'Q']"
"['C', 'E', 'I', 'J', 'K', 'P']"
"['A', 'D', 'K', 'L', 'M', 'O']"
"['B', 'I', 'K', 'L', 'P', 'Q']"
"['A', 'C', 'F', 'H', 'I', 'O']"
"['D', 'G', 'H', 'I', 'J', 'Q']"
"['D', 'E', 'F', 'H', 'K', 'Q']"
"['A', 'C', 'I', 'K', 'M', 'N']"
"['A', 'C', 'F', 'H', 'L', 'O']"
"['B', 'F', 'K', 'O', 'P', 'Q']"
"['D', 'F', 'G', 'I', 'N', 'O']"
"['D', 'F', 'G', 'I', 'K', 'O']"
"['G', 'H', 'M', 'O', 'P', 'Q']"
"['E', 'F', 'G', 'I', 'L', 'P']"
"['B', 'C', 'D', 'E', 'L', 'M']"
"['B', 'D', 'J', 'K', 'L', 'O']"
"['B', 'C', 'D', 'E', 'H', 'L']"
"['A', 'C', 'E', 'G', 'L', 'N']"
"['D', 'F', 'H', 'K', 'N', 'Q']"
"['C', 'D', 'I', 'J', 'O', 'Q']"
"['F', 'H', 'M', 'O', 'P', 'Q']"
"['G', 'H', 'J', 'M', 'O', 'P']"
"['D', 'E', 'G', 'I', 'L', 'O']"
"['B', 'C', 'H', 'M', 'O', 'P']"
"['A', 'B', 'G', 'I', 'K', 'O']"
"['A', 'E', 'F', 'J', 'K', 'P']"
"['A', 'F', 'I', 'J', 'N', 'P']"
"['A', 'B', 'D', 'H', 'M', 'P']"
"['A', 'C', 'E', 'H', 'L', 'Q']"
"['I', 'J', 'L', 'M', 'O', 'Q']"
"['A', 'B', 'J', 'M', 'P', 'Q']"
"['C', 'D', 'J', 'K', 'M', 'P']"
"['A', 'F', 'I', 'K', 'N', 'P']"
"['A', 'D', 'E', 'N', 'O', 'Q']"
"['C', 'D', 'F', 'L', 'O', 'P']"
"['H', 'I', 'J', 'L', 'O', 'Q']"
"['B', 'D', 'E', 'H', 'J', 'N']"
"['C', 'F', 'H', 'K', 'L', 'Q']"
"['C', 'F', 'J', 'K', 'P', 'Q']"
"['B', 'H', 'J', 'M', 'P', 'Q']"
"['A', 'F', 'I', 'L', 'N', 'Q']"
"['D', 'F', 'G', 'J', 'K', 'N']"
"['B', 'D', 'H', 'J', 'K', 'N']"
"['B', 'E', 'G', 'H', 'I', 'K']"
"['A', 'B', 'F', 'H', 'I', 'O']"
"['E', 'F', 'K', 'O', 'P', 'Q']"
"['C', 'F', 'G', 'I', 'J', 'N']"
"['D', 'E', 'F', 'I', 'L', 'O']"
"['B', 'E', 'F', 'I', 'P', 'Q']"
"['C', 'D', 'F', 'H', 'N', 'P']"
"['C', 'H', 'I', 'L', 'M', 'O']"
"['D', 'E', 'F', 'K', 'L', 'N']"
"['A', 'J', 'L', 'M', 'O', 'P']"
"['D', 'I', 'J', 'K', 'L', 'Q']"
"['A', 'G', 'I', 'J', 'P', 'Q']"
"['E', 'F', 'L', 'N', 'O', 'Q']"
"['B', 'E', 'F', 'G', 'P', 'Q']"
"['C', 'E', 'F', 'J', 'P', 'Q']"
"['C', 'D', 'F', 'M', 'N', 'O']"
"['B', 'C', 'E', 'H', 'I', 'Q']"
"['G', 'J', 'K', 'L', 'N', 'P']"
"['A', 'B', 'H', 'J', 'K', 'N']"
"['A', 'J', 'K', 'M', 'N', 'O']"
"['D', 'G', 'I', 'J', 'M', 'Q']"
"['B', 'C', 'F', 'K', 'O', 'Q']"
"['F', 'G', 'H', 'M', 'O', 'P']"
"['A', 'D', 'E', 'K', 'M', 'Q']"
"['B', 'C', 'F', 'K', 'O', 'P']"
"['B', 'C', 'D', 'E', 'M', 'O']"
"['G', 'I', 'J', 'L', 'N', 'Q']"
"['H', 'I', 'J', 'N', 'O', 'P']"
"['E', 'F', 'I', 'M', 'O', 'Q']"
"['C', 'G', 'H', 'L', 'N', 'P']"
"['E', 'G', 'J', 'K', 'L', 'O']"
"['C', 'D', 'I', 'K', 'M', 'Q']"
"['A', 'D', 'H', 'J', 'N', 'O']"
"['D', 'H', 'I', 'L', 'M', 'P']"
"['C', 'D', 'J', 'M', 'P', 'Q']"
"['C', 'D', 'E', 'F', 'G', 'K']"
"['A', 'E', 'I', 'J', 'N', 'P']"
"['B', 'F', 'I', 'J', 'K', 'P']"
"['C', 'D', 'H', 'L', 'M', 'O']"
"['D', 'G', 'I', 'J', 'O', 'Q']"
"['B', 'D', 'G', 'I', 'N', 'Q']"
"['A', 'F', 'J', 'L', 'M', 'N']"
"['D', 'E', 'G', 'H', 'M', 'Q']"
"['C', 'F', 'H', 'I', 'M', 'P']"
"['E', 'H', 'L', 'M', 'N', 'O']"
"['C', 'E', 'H', 'I', 'J', 'P']"
"['A', 'C', 'G', 'M', 'N', 'P']"
"['A', 'C', 'G', 'H', 'P', 'Q']"
"['F', 'G', 'I', 'M', 'P', 'Q']"
"['A', 'D', 'J', 'L', 'M', 'P']"
"['A', 'B', 'D', 'F', 'H', 'N']"
"['C', 'D', 'E', 'F', 'I', 'Q']"
"['B', 'C', 'G', 'K', 'N', 'P']"
"['A', 'E', 'K', 'L', 'N', 'P']"
"['A', 'B', 'C', 'D', 'K', 'L']"
"['A', 'B', 'C', 'J', 'M', 'P']"
"['B', 'C', 'D', 'F', 'K', 'M']"
"['B', 'C', 'G', 'J', 'K', 'N']"
"['C', 'D', 'E', 'I', 'N', 'Q']"
"['D', 'E', 'F', 'H', 'I', 'O']"
"['A', 'C', 'F', 'H', 'M', 'O']"
"['A', 'B', 'I', 'J', 'P', 'Q']"
"['C', 'G', 'I', 'J', 'N', 'Q']"
"['A', 'I', 'J', 'L', 'M', 'Q']"
"['A', 'D', 'E', 'J', 'K', 'L']"
"['B', 'K', 'L', 'M', 'N', 'Q']"
"['C', 'D', 'E', 'J', 'N', 'O']"
"['A', 'G', 'M', 'N', 'O', 'P']"
"['B', 'D', 'F', 'J', 'N', 'P']"
"['D', 'G', 'I', 'K', 'N', 'P']"
"['A', 'D', 'H', 'J', 'K', 'P']"
"['C', 'D', 'E', 'H', 'O', 'P']"
"['D', 'F', 'J', 'K', 'M', 'N']"
"['E', 'I', 'J', 'L', 'O', 'Q']"
"['A', 'G', 'H', 'I', 'O', 'Q']"
"['F', 'G', 'H', 'J', 'L', 'O']"
"['C', 'E', 'H', 'L', 'M', 'Q']"
"['A', 'C', 'F', 'L', 'O', 'P']"
"['A', 'D', 'J', 'L', 'N', 'O']"
"['A', 'B', 'E', 'K', 'N', 'P']"
"['D', 'E', 'F', 'G', 'O', 'P']"
"['E', 'G', 'H', 'K', 'N', 'O']"
"['A', 'F', 'G', 'I', 'M', 'O']"
"['A', 'C', 'D', 'F', 'J', 'L']"
"['B', 'C', 'D', 'I', 'K', 'N']"
"['B', 'C', 'D', 'F', 'G', 'Q']"
"['F', 'H', 'L', 'M', 'N', 'Q']"
"['B', 'C', 'J', 'M', 'N', 'Q']"
"['C', 'F', 'I', 'K', 'L', 'M']"
"['A', 'B', 'I', 'K', 'L', 'P']"
"['B', 'D', 'F', 'H', 'N', 'P']"
"['F', 'I', 'J', 'M', 'N', 'Q']"
"['A', 'B', 'D', 'J', 'N', 'O']"
"['A', 'B', 'G', 'I', 'M', 'P']"
"['A', 'D', 'G', 'I', 'L', 'M']"
"['C', 'D', 'E', 'H', 'I', 'L']"
"['B', 'E', 'I', 'J', 'N', 'Q']"
"['A', 'B', 'H', 'L', 'O', 'Q']"
"['A', 'B', 'E', 'I', 'J', 'P']"
"['A', 'D', 'E', 'F', 'I', 'N']"
"['B', 'C', 'E', 'F', 'G', 'O']"
"['E', 'H', 'I', 'L', 'M', 'P']"
"['A', 'E', 'J', 'K', 'O', 'Q']"
"['C', 'D', 'E', 'H', 'K', 'M']"
"['C', 'D', 'F', 'H', 'J', 'O']"
"['A', 'D', 'E', 'F', 'M', 'P']"
"['C', 'D', 'F', 'J', 'L', 'P']"
"['B', 'C', 'D', 'G', 'M', 'O']"
"['D', 'G', 'K', 'O', 'P', 'Q']"
"['C', 'E', 'F', 'K', 'O', 'Q']"
"['A', 'B', 'C', 'K', 'M', 'O']"
"['C', 'F', 'I', 'K', 'M', 'Q']"
"['A', 'G', 'M', 'N', 'O', 'Q']"
"['A', 'B', 'C', 'G', 'L', 'M']"
"['A', 'D', 'E', 'F', 'I', 'M']"
"['A', 'C', 'E', 'K', 'N', 'P']"
"['B', 'C', 'E', 'I', 'J', 'O']"
"['A', 'E', 'H', 'I', 'J', 'P']"
"['D', 'G', 'J', 'K', 'L', 'N']"
"['A', 'C', 'G', 'H', 'J', 'K']"
"['A', 'F', 'K', 'L', 'O', 'P']"
"['A', 'B', 'F', 'G', 'L', 'Q']"
"['A', 'F', 'K', 'O', 'P', 'Q']"
"['A', 'C', 'E', 'F', 'G', 'K']"
"['B', 'E', 'H', 'I', 'M', 'O']"
"['A', 'C', 'F', 'K', 'O', 'Q']"
"['A', 'C', 'H', 'K', 'M', 'O']"
"['A', 'C', 'D', 'E', 'L', 'P']"
"['D', 'H', 'J', 'L', 'O', 'P']"
"['A', 'E', 'G', 'O', 'P', 'Q']"
"['E', 'F', 'H', 'J', 'O', 'Q']"
"['D', 'I', 'K', 'M', 'N', 'Q']"
"['J', 'K', 'N', 'O', 'P', 'Q']"
"['D', 'E', 'G', 'J', 'M', 'P']"
"['F', 'G', 'I', 'K', 'L', 'N']"
"['G', 'I', 'J', 'K', 'L', 'M']"
"['A', 'B', 'C', 'F', 'G', 'O']"
"['A', 'F', 'G', 'L', 'O', 'P']"
"['A', 'E', 'I', 'K', 'P', 'Q']"
"['A', 'E', 'F', 'G', 'K', 'O']"
"['A', 'B', 'H', 'I', 'M', 'O']"
"['A', 'C', 'I', 'J', 'L', 'O']"
"['B', 'C', 'D', 'G', 'J', 'M']"
"['I', 'J', 'L', 'N', 'O', 'Q']"
"['E', 'H', 'I', 'L', 'N', 'O']"
"['E', 'I', 'J', 'K', 'M', 'Q']"
"['D', 'F', 'G', 'N', 'P', 'Q']"
"['A', 'C', 'E', 'K', 'O', 'P']"
"['A', 'D', 'E', 'I', 'L', 'M']"
"['A', 'B', 'D', 'F', 'K', 'L']"
"['C', 'D', 'E', 'G', 'M', 'Q']"
"['A', 'B', 'C', 'F', 'J', 'O']"
"['C', 'D', 'E', 'F', 'M', 'O']"
"['C', 'D', 'H', 'I', 'N', 'Q']"
"['E', 'F', 'H', 'I', 'J', 'K']"
"['A', 'J', 'K', 'M', 'N', 'Q']"
"['B', 'C', 'D', 'H', 'M', 'Q']"
"['B', 'D', 'F', 'I', 'J', 'Q']"
"['C', 'D', 'F', 'H', 'N', 'Q']"
"['F', 'J', 'K', 'M', 'N', 'O']"
"['B', 'E', 'G', 'J', 'K', 'O']"
"['A', 'B', 'I', 'L', 'N', 'O']"
"['A', 'D', 'I', 'J', 'M', 'P']"
"['B', 'D', 'G', 'I', 'L', 'M']"
"['B', 'D', 'E', 'J', 'N', 'O']"
"['A', 'D', 'F', 'J', 'M', 'O']"
"['D', 'G', 'H', 'J', 'K', 'N']"
"['A', 'E', 'H', 'M', 'N', 'O']"
"['C', 'F', 'G', 'J', 'K', 'L']"
"['C', 'D', 'H', 'I', 'K', 'O']"
"['D', 'F', 'I', 'J', 'L', 'N']"
"['D', 'E', 'F', 'H', 'M', 'O']"
"['B', 'C', 'K', 'M', 'N', 'Q']"
"['C', 'J', 'L', 'N', 'O', 'P']"
"['F', 'G', 'K', 'M', 'N', 'P']"
"['D', 'K', 'M', 'N', 'O', 'P']"
"['A', 'B', 'C', 'D', 'G', 'H']"
"['A', 'B', 'F', 'G', 'O', 'P']"
"['E', 'G', 'H', 'I', 'M', 'N']"
"['A', 'B', 'E', 'J', 'M', 'O']"
"['C', 'E', 'J', 'K', 'M', 'P']"
"['A', 'D', 'I', 'K', 'L', 'Q']"
"['B', 'D', 'E', 'N', 'O', 'Q']"
"['A', 'C', 'D', 'F', 'K', 'Q']"
"['D', 'H', 'L', 'O', 'P', 'Q']"
"['A', 'G', 'K', 'M', 'P', 'Q']"
"['A', 'B', 'E', 'F', 'N', 'Q']"
"['E', 'G', 'I', 'J', 'P', 'Q']"
"['B', 'C', 'F', 'I', 'L', 'M']"
"['A', 'E', 'G', 'I', 'M', 'Q']"
"['D', 'F', 'H', 'K', 'L', 'N']"
"['A', 'B', 'C', 'E', 'N', 'Q']"
"['D', 'E', 'F', 'G', 'J', 'O']"
"['G', 'H', 'I', 'J', 'L', 'Q']"
"['A', 'C', 'E', 'I', 'O', 'P']"
"['A', 'B', 'D', 'E', 'G', 'I']"
"['A', 'B', 'C', 'E', 'L', 'Q']"
"['F', 'H', 'J', 'L', 'N', 'P']"
"['E', 'F', 'H', 'I', 'K', 'N']"
"['B', 'D', 'G', 'J', 'K', 'M']"
"['B', 'C', 'G', 'J', 'K', 'Q']"
"['D', 'E', 'F', 'G', 'K', 'Q']"
"['E', 'L', 'M', 'O', 'P', 'Q']"
"['F', 'I', 'J', 'K', 'M', 'O']"
"['B', 'C', 'D', 'F', 'G', 'J']"
"['A', 'C', 'F', 'I', 'P', 'Q']"
"['C', 'H', 'J', 'M', 'N', 'Q']"
"['A', 'D', 'E', 'L', 'N', 'Q']"
"['A', 'B', 'C', 'E', 'H', 'Q']"
"['C', 'I', 'J', 'M', 'N', 'Q']"
"['B', 'H', 'I', 'J', 'P', 'Q']"
"['A', 'E', 'G', 'H', 'M', 'P']"
"['G', 'J', 'K', 'M', 'O', 'P']"
"['A', 'B', 'E', 'I', 'M', 'O']"
"['B', 'C', 'D', 'E', 'F', 'Q']"
"['C', 'F', 'I', 'J', 'L', 'N']"
"['B', 'F', 'G', 'I', 'L', 'N']"
"['C', 'D', 'E', 'F', 'G', 'Q']"
"['B', 'C', 'D', 'E', 'N', 'Q']"
"['E', 'H', 'I', 'J', 'N', 'O']"
"['E', 'G', 'I', 'K', 'M', 'P']"
"['C', 'G', 'I', 'L', 'O', 'P']"
"['E', 'J', 'L', 'M', 'O', 'P']"
"['A', 'C', 'G', 'N', 'P', 'Q']"
"['B', 'C', 'E', 'H', 'J', 'P']"
"['C', 'H', 'J', 'K', 'L', 'O']"
"['C', 'G', 'K', 'N', 'O', 'Q']"
"['E', 'G', 'J', 'L', 'N', 'O']"
"['D', 'H', 'I', 'K', 'L', 'M']"
"['E', 'J', 'K', 'M', 'N', 'P']"
"['A', 'D', 'H', 'I', 'K', 'P']"
"['A', 'D', 'F', 'I', 'L', 'M']"
"['G', 'I', 'M', 'N', 'P', 'Q']"
"['B', 'F', 'G', 'H', 'K', 'L']"
"['A', 'B', 'E', 'F', 'H', 'M']"
"['B', 'D', 'H', 'J', 'O', 'P']"
"['B', 'C', 'F', 'G', 'I', 'N']"
"['A', 'G', 'H', 'K', 'N', 'Q']"
"['B', 'E', 'I', 'L', 'N', 'P']"
"['D', 'E', 'J', 'M', 'N', 'Q']"
"['A', 'C', 'D', 'G', 'I', 'P']"
"['A', 'B', 'H', 'J', 'O', 'P']"
"['I', 'J', 'K', 'N', 'P', 'Q']"
"['B', 'G', 'H', 'L', 'N', 'Q']"
"['A', 'E', 'I', 'N', 'P', 'Q']"
"['B', 'C', 'H', 'K', 'M', 'P']"
"['C', 'E', 'F', 'G', 'J', 'K']"
"['A', 'B', 'D', 'H', 'L', 'O']"
"['G', 'J', 'N', 'O', 'P', 'Q']"
"['F', 'H', 'I', 'L', 'M', 'N']"
"['C', 'G', 'I', 'M', 'N', 'Q']"
"['A', 'E', 'G', 'J', 'P', 'Q']"
"['B', 'C', 'E', 'J', 'N', 'P']"
"['A', 'E', 'H', 'I', 'O', 'P']"
"['A', 'C', 'H', 'K', 'L', 'O']"
"['C', 'E', 'F', 'I', 'M', 'O']"
"['B', 'D', 'I', 'J', 'L', 'N']"
"['B', 'C', 'E', 'H', 'J', 'N']"
"['A', 'F', 'G', 'K', 'M', 'N']"
"['E', 'F', 'H', 'I', 'N', 'Q']"
"['B', 'E', 'G', 'H', 'L', 'O']"
"['C', 'D', 'F', 'M', 'N', 'Q']"
"['B', 'C', 'G', 'J', 'M', 'O']"
"['A', 'D', 'G', 'J', 'M', 'Q']"
"['C', 'D', 'H', 'I', 'J', 'K']"
"['A', 'B', 'C', 'I', 'K', 'M']"
"['F', 'G', 'K', 'L', 'O', 'Q']"
"['D', 'I', 'J', 'L', 'N', 'P']"
"['A', 'B', 'D', 'F', 'L', 'O']"
"['B', 'C', 'E', 'H', 'K', 'Q']"
"['E', 'G', 'H', 'J', 'O', 'Q']"
"['A', 'F', 'G', 'H', 'M', 'N']"
"['D', 'G', 'J', 'K', 'M', 'Q']"
"['A', 'H', 'J', 'N', 'P', 'Q']"
"['A', 'B', 'E', 'H', 'M', 'Q']"
"['F', 'I', 'L', 'N', 'P', 'Q']"
"['A', 'C', 'E', 'I', 'K', 'N']"
"['J', 'K', 'L', 'M', 'P', 'Q']"
"['F', 'G', 'K', 'O', 'P', 'Q']"
"['C', 'D', 'E', 'F', 'K', 'Q']"
"['B', 'I', 'J', 'L', 'O', 'Q']"
"['C', 'D', 'E', 'L', 'P', 'Q']"
"['C', 'E', 'H', 'K', 'M', 'N']"
"['B', 'D', 'F', 'I', 'K', 'P']"
"['B', 'E', 'F', 'L', 'M', 'O']"
"['A', 'B', 'I', 'M', 'N', 'O']"
"['A', 'B', 'C', 'D', 'I', 'N']"
"['C', 'D', 'F', 'I', 'L', 'Q']"
"['D', 'H', 'M', 'N', 'O', 'P']"
"['C', 'E', 'G', 'H', 'N', 'O']"
"['C', 'D', 'F', 'L', 'O', 'Q']"
"['A', 'B', 'E', 'I', 'J', 'O']"
"['A', 'H', 'I', 'J', 'K', 'M']"
"['B', 'C', 'D', 'H', 'O', 'Q']"
"['C', 'E', 'H', 'I', 'L', 'N']"
"['B', 'D', 'L', 'M', 'N', 'Q']"
"['A', 'C', 'H', 'L', 'M', 'P']"
"['C', 'G', 'H', 'L', 'M', 'O']"
"['B', 'C', 'E', 'L', 'N', 'O']"
"['E', 'G', 'H', 'M', 'N', 'O']"
"['B', 'C', 'K', 'M', 'N', 'P']"
"['B', 'I', 'K', 'L', 'M', 'N']"
"['E', 'G', 'J', 'K', 'M', 'O']"
"['B', 'D', 'G', 'J', 'N', 'O']"
"['B', 'D', 'H', 'J', 'K', 'P']"
"['C', 'D', 'M', 'N', 'O', 'Q']"
"['D', 'E', 'I', 'J', 'O', 'P']"
"['E', 'G', 'H', 'I', 'N', 'O']"
"['C', 'D', 'E', 'G', 'J', 'P']"
"['A', 'D', 'I', 'M', 'P', 'Q']"
"['A', 'H', 'I', 'M', 'P', 'Q']"
"['F', 'I', 'M', 'N', 'P', 'Q']"
"['E', 'G', 'L', 'M', 'N', 'Q']"
"['D', 'F', 'G', 'K', 'O', 'Q']"
"['D', 'G', 'I', 'K', 'L', 'O']"
"['B', 'C', 'G', 'I', 'K', 'M']"
"['E', 'H', 'K', 'M', 'N', 'P']"
"['B', 'C', 'E', 'K', 'L', 'O']"
"['B', 'E', 'F', 'G', 'K', 'M']"
"['D', 'F', 'J', 'M', 'N', 'Q']"
"['D', 'J', 'L', 'N', 'O', 'P']"
"['A', 'E', 'F', 'G', 'K', 'N']"
"['B', 'C', 'K', 'L', 'N', 'P']"
"['D', 'I', 'J', 'K', 'N', 'O']"
"['A', 'C', 'D', 'E', 'G', 'H']"
"['B', 'G', 'K', 'M', 'N', 'Q']"
"['B', 'D', 'G', 'H', 'K', 'O']"
