items
"['C', 'E', 'H', 'I', 'K']"
"['C', 'E', 'H', 'O', 'P']"
"['E', 'I', 'J', 'K', 'N']"
"['B', 'F', 'I', 'K', 'P']"
"['C', 'H', 'I', 'L', 'M']"
"['A', 'B', 'D', 'F', 'Q']"
"['D', 'G', 'I', 'L', 'P']"
"['A', 'B', 'L', 'N', 'P']"
"['C', 'F', 'J', 'K', 'N']"
"['A', 'G', 'I', 'J', 'L']"
"['A', 'B', 'C', 'E', 'O']"
"['A', 'C', 'F', 'I', 'Q']"
"['D', 'F', 'I', 'L', 'O']"
"['F', 'K', 'M', 'N', 'O']"
"['G', 'I', 'O', 'P', 'Q']"
"['C', 'F', 'I', 'K', 'O']"
"['A', 'J', 'O', 'P', 'Q']"
"['A', 'B', 'E', 'F', 'P']"
"['B', 'C', 'D', 'N', 'Q']"
"['E', 'F', 'J', 'O', 'P']"
"['A', 'D', 'J', 'M', 'P']"
"['B', 'I', 'L', 'M', 'P']"
"['F', 'I', 'J', 'O', 'Q']"
"['C', 'J', 'K', 'M', 'Q']"
"['A', 'B', 'C', 'F', 'H']"
"['B', 'D', 'K', 'L', 'Q']"
"['B', 'D', 'I', 'K', 'P']"
"['B', 'C', 'F', 'N', 'O']"
"['D', 'F', 'J', 'L', 'N']"
"['B', 'E', 'G', 'L', 'O']"
"['B', 'F', 'G', 'L', 'P']"
"['A', 'F', 'J', 'M', 'O']"
"['D', 'G', 'J', 'M', 'O']"
"['B', 'C', 'K', 'M', 'O']"
"['D', 'E', 'F', 'I', 'K']"
"['I', 'K', 'M', 'N', 'P']"
"['A', 'J', 'K', 'N', 'O']"
"['B', 'D', 'J', 'K', 'P']"
"['C', 'J', 'K', 'M', 'O']"
"['A', 'B', 'C', 'H', 'M']"
"['G', 'M', 'N', 'P', 'Q']"
"['A', 'H', 'L', 'M', 'P']"
"['B', 'M', 'N', 'P', 'Q']"
"['B', 'I', 'L', 'N', 'O']"
"['D', 'E', 'F', 'G', 'H']"
"['B', 'G', 'K', 'P', 'Q']"
"['B', 'D', 'F', 'J', 'O']"
"['A', 'B', 'F', 'I', 'Q']"
"['F', 'I', 'O', 'P', 'Q']"
"['D', 'F', 'M', 'N', 'O']"
"['D', 'F', 'M', 'P', 'Q']"
"['H', 'K', 'L', 'O', 'Q']"
"['B', 'C', 'G', 'L', 'P']"
"['D', 'H', 'K', 'M', 'N']"
"['A', 'D', 'G', 'I', 'O']"
"['H', 'I', 'K', 'N', 'P']"
"['A', 'E', 'G', 'M', 'N']"
"['D', 'E', 'M', 'P', 'Q']"
"['I', 'J', 'L', 'M', 'P']"
"['C', 'F', 'J', 'K', 'M']"
"['B', 'D', 'I', 'K', 'O']"
"['A', 'F', 'L', 'M', 'N']"
"['A', 'D', 'G', 'H', 'O']"
"['A', 'H', 'I', 'J', 'M']"
"['B', 'D', 'E', 'G', 'P']"
"['B', 'C', 'I', 'K', 'Q']"
"['H', 'I', 'J', 'O', 'Q']"
"['D', 'F', 'I', 'K', 'Q']"
"['B', 'H', 'J', 'L', 'O']"
"['C', 'F', 'K', 'L', 'Q']"
"['B', 'D', 'I', 'M', 'N']"
"['E', 'G', 'H', 'L', 'M']"
"['B', 'D', 'J', 'K', 'O']"
"['B', 'C', 'F', 'L', 'Q']"
"['C', 'D', 'L', 'N', 'O']"
"['D', 'J', 'K', 'M', 'P']"
"['D', 'H', 'J', 'N', 'P']"
"['A', 'C', 'G', 'H', 'K']"
"['H', 'J', 'N', 'O', 'P']"
"['B', 'E', 'F', 'H', 'O']"
"['B', 'D', 'G', 'H', 'I']"
"['A', 'B', 'C', 'F', 'Q']"
"['C', 'D', 'F', 'M', 'P']"
"['A', 'B', 'G', 'J', 'N']"
"['F', 'G', 'K', 'N', 'O']"
"['B', 'D', 'G', 'H', 'M']"
"['A', 'F', 'G', 'J', 'K']"
"['E', 'J', 'N', 'O', 'P']"
"['A', 'D', 'E', 'G', 'O']"
"['D', 'E', 'G', 'I', 'N']"
"['A', 'F', 'I', 'K', 'N']"
"['E', 'F', 'H', 'L', 'P']"
"['C', 'E', 'J', 'K', 'N']"
"['H', 'L', 'M', 'N', 'O']"
"['D', 'G', 'J', 'L', 'P']"
"['E', 'G', 'H', 'J', 'O']"
"['C', 'D', 'G', 'H', 'P']"
"['B', 'D', 'F', 'J', 'M']"
"['B', 'H', 'I', 'K', 'M']"
"['A', 'C', 'H', 'K', 'Q']"
"['C', 'E', 'M', 'O', 'Q']"
"['C', 'H', 'J', 'N', 'O']"
"['F', 'G', 'H', 'I', 'N']"
"['H', 'K', 'L', 'N', 'P']"
"['A', 'B', 'D', 'E', 'I']"
"['I', 'J', 'M', 'N', 'Q']"
"['A', 'D', 'H', 'N', 'O']"
"['A', 'E', 'F', 'H', 'N']"
"['D', 'I', 'K', 'L', 'P']"
"['E', 'F', 'H', 'N', 'Q']"
"['C', 'G', 'H', 'J', 'O']"
"['B', 'E', 'H', 'I', 'J']"
"['I', 'N', 'O', 'P', 'Q']"
"['D', 'K', 'O', 'P', 'Q']"
"['D', 'H', 'K', 'P', 'Q']"
"['H', 'I', 'M', 'N', 'Q']"
"['A', 'F', 'J', 'O', 'Q']"
"['D', 'F', 'G', 'K', 'M']"
"['C', 'D', 'H', 'N', 'O']"
"['C', 'D', 'E', 'M', 'P']"
"['A', 'C', 'D', 'M', 'Q']"
"['A', 'C', 'F', 'G', 'J']"
"['B', 'D', 'G', 'K', 'O']"
"['D', 'F', 'H', 'P', 'Q']"
"['E', 'I', 'M', 'P', 'Q']"
"['A', 'B', 'C', 'O', 'P']"
"['A', 'K', 'L', 'M', 'Q']"
"['B', 'C', 'I', 'O', 'Q']"
"['B', 'C', 'D', 'I', 'P']"
"['A', 'H', 'I', 'M', 'O']"
"['A', 'C', 'H', 'O', 'Q']"
"['A', 'B', 'J', 'M', 'O']"
"['B', 'C', 'D', 'M', 'Q']"
"['D', 'F', 'G', 'N', 'P']"
"['A', 'D', 'F', 'G', 'L']"
"['G', 'J', 'M', 'N', 'O']"
"['E', 'G', 'L', 'P', 'Q']"
"['E', 'G', 'J', 'M', 'Q']"
"['D', 'H', 'I', 'K', 'P']"
"['D', 'E', 'I', 'M', 'Q']"
"['D', 'G', 'J', 'L', 'Q']"
"['A', 'B', 'K', 'M', 'N']"
"['B', 'H', 'I', 'J', 'L']"
"['B', 'C', 'J', 'L', 'M']"
"['D', 'G', 'H', 'M', 'O']"
"['A', 'B', 'G', 'K', 'N']"
"['C', 'E', 'H', 'J', 'O']"
"['A', 'B', 'C', 'O', 'Q']"
"['D', 'E', 'F', 'H', 'M']"
"['D', 'E', 'H', 'K', 'L']"
"['A', 'D', 'E', 'G', 'M']"
"['A', 'F', 'G', 'L', 'O']"
"['A', 'B', 'E', 'L', 'Q']"
"['C', 'D', 'I', 'K', 'L']"
"['C', 'G', 'I', 'O', 'P']"
"['A', 'B', 'C', 'I', 'O']"
"['C', 'E', 'I', 'M', 'O']"
"['B', 'H', 'J', 'M', 'Q']"
"['B', 'I', 'K', 'N', 'O']"
"['B', 'F', 'L', 'M', 'P']"
"['B', 'H', 'J', 'O', 'P']"
"['D', 'G', 'I', 'J', 'N']"
"['D', 'E', 'G', 'J', 'K']"
"['C', 'G', 'I', 'M', 'Q']"
"['G', 'L', 'O', 'P', 'Q']"
"['C', 'F', 'G', 'J', 'Q']"
"['C', 'G', 'L', 'N', 'Q']"
"['D', 'E', 'K', 'L', 'P']"
"['E', 'H', 'I', 'K', 'Q']"
"['D', 'G', 'I', 'M', 'N']"
"['A', 'B', 'G', 'H', 'O']"
"['B', 'D', 'G', 'N', 'O']"
"['C', 'D', 'E', 'M', 'N']"
"['A', 'C', 'K', 'L', 'O']"
"['F', 'G', 'I', 'K', 'L']"
"['C', 'J', 'K', 'N', 'O']"
"['B', 'C', 'G', 'H', 'P']"
"['A', 'B', 'L', 'P', 'Q']"
"['D', 'G', 'L', 'M', 'P']"
"['B', 'D', 'F', 'I', 'P']"
"['C', 'F', 'O', 'P', 'Q']"
"['B', 'F', 'H', 'L', 'N']"
"['A', 'C', 'D', 'J', 'L']"
"['A', 'H', 'I', 'K', 'O']"
"['C', 'D', 'F', 'I', 'M']"
"['C', 'H', 'M', 'N', 'P']"
"['J', 'M', 'N', 'O', 'Q']"
"['A', 'D', 'I', 'L', 'Q']"
"['E', 'F', 'K', 'N', 'Q']"
"['B', 'G', 'H', 'M', 'Q']"
"['B', 'D', 'M', 'O', 'P']"
"['C', 'E', 'H', 'I', 'O']"
"['A', 'D', 'G', 'J', 'M']"
"['A', 'D', 'K', 'N', 'Q']"
"['D', 'E', 'H', 'O', 'P']"
"['B', 'G', 'H', 'O', 'P']"
"['C', 'D', 'E', 'F', 'G']"
"['A', 'C', 'G', 'H', 'N']"
"['A', 'H', 'N', 'O', 'P']"
"['F', 'H', 'J', 'O', 'Q']"
"['C', 'F', 'H', 'I', 'O']"
"['B', 'E', 'F', 'J', 'N']"
"['C', 'D', 'E', 'L', 'P']"
"['L', 'N', 'O', 'P', 'Q']"
"['K', 'M', 'N', 'P', 'Q']"
"['B', 'D', 'G', 'J', 'P']"
"['C', 'F', 'G', 'M', 'O']"
"['A', 'B', 'E', 'F', 'M']"
"['H', 'K', 'L', 'M', 'Q']"
"['A', 'E', 'F', 'J', 'P']"
"['D', 'H', 'J', 'O', 'Q']"
"['A', 'C', 'E', 'K', 'O']"
"['A', 'H', 'L', 'P', 'Q']"
"['A', 'C', 'G', 'I', 'O']"
"['A', 'F', 'K', 'O', 'P']"
"['B', 'C', 'E', 'G', 'I']"
"['A', 'B', 'E', 'I', 'Q']"
"['B', 'D', 'G', 'I', 'M']"
"['A', 'B', 'D', 'K', 'L']"
"['A', 'D', 'G', 'J', 'O']"
"['D', 'E', 'F', 'K', 'P']"
"['A', 'D', 'H', 'M', 'Q']"
"['B', 'H', 'K', 'L', 'N']"
"['H', 'I', 'J', 'K', 'M']"
"['A', 'E', 'I', 'J', 'K']"
"['A', 'G', 'H', 'I', 'M']"
"['C', 'E', 'G', 'K', 'Q']"
"['B', 'F', 'G', 'M', 'P']"
"['A', 'K', 'N', 'O', 'P']"
"['C', 'F', 'I', 'J', 'L']"
"['C', 'F', 'I', 'O', 'Q']"
"['B', 'C', 'E', 'G', 'Q']"
"['B', 'D', 'F', 'G', 'L']"
"['A', 'B', 'D', 'G', 'M']"
"['F', 'H', 'I', 'N', 'O']"
"['A', 'G', 'H', 'I', 'J']"
"['F', 'I', 'K', 'O', 'P']"
"['B', 'G', 'H', 'K', 'L']"
"['A', 'C', 'J', 'M', 'N']"
"['D', 'G', 'J', 'K', 'N']"
"['B', 'D', 'G', 'I', 'J']"
"['C', 'D', 'M', 'N', 'O']"
"['A', 'D', 'F', 'G', 'K']"
"['D', 'H', 'N', 'O', 'Q']"
"['A', 'G', 'J', 'M', 'O']"
"['D', 'E', 'H', 'I', 'K']"
"['D', 'F', 'G', 'J', 'K']"
"['I', 'J', 'K', 'L', 'M']"
"['A', 'G', 'K', 'L', 'Q']"
"['C', 'G', 'N', 'O', 'P']"
"['D', 'G', 'J', 'O', 'Q']"
"['A', 'D', 'E', 'H', 'J']"
"['F', 'G', 'H', 'I', 'L']"
"['C', 'D', 'J', 'P', 'Q']"
"['D', 'E', 'F', 'H', 'P']"
"['C', 'E', 'G', 'K', 'O']"
"['B', 'E', 'H', 'J', 'Q']"
"['A', 'C', 'D', 'K', 'L']"
"['B', 'I', 'J', 'O', 'Q']"
"['A', 'M', 'O', 'P', 'Q']"
"['B', 'C', 'D', 'J', 'O']"
"['A', 'H', 'I', 'K', 'L']"
"['B', 'C', 'D', 'L', 'Q']"
"['A', 'B', 'E', 'K', 'P']"
"['C', 'D', 'G', 'K', 'Q']"
"['D', 'I', 'J', 'L', 'P']"
"['C', 'D', 'H', 'O', 'Q']"
"['D', 'G', 'I', 'N', 'P']"
"['G', 'H', 'J', 'O', 'P']"
"['A', 'F', 'L', 'O', 'Q']"
"['C', 'H', 'M', 'N', 'O']"
"['A', 'F', 'G', 'H', 'I']"
"['A', 'E', 'G', 'K', 'P']"
"['C', 'H', 'I', 'J', 'Q']"
"['D', 'E', 'N', 'O', 'P']"
"['B', 'D', 'E', 'K', 'O']"
"['B', 'K', 'L', 'P', 'Q']"
"['A', 'J', 'L', 'M', 'N']"
"['A', 'D', 'G', 'H', 'M']"
"['A', 'C', 'F', 'I', 'M']"
"['A', 'H', 'I', 'O', 'Q']"
"['C', 'E', 'G', 'O', 'P']"
"['A', 'D', 'M', 'N', 'Q']"
"['E', 'H', 'I', 'J', 'L']"
"['C', 'D', 'F', 'G', 'L']"
"['D', 'G', 'H', 'N', 'P']"
"['C', 'G', 'H', 'N', 'P']"
"['B', 'F', 'L', 'N', 'P']"
"['A', 'B', 'I', 'J', 'O']"
"['I', 'J', 'L', 'N', 'O']"
"['F', 'G', 'I', 'N', 'O']"
"['E', 'F', 'L', 'N', 'O']"
"['C', 'E', 'F', 'H', 'I']"
"['D', 'H', 'I', 'L', 'M']"
"['D', 'E', 'J', 'N', 'O']"
"['A', 'D', 'G', 'H', 'L']"
"['E', 'J', 'K', 'L', 'N']"
"['B', 'G', 'L', 'M', 'P']"
"['A', 'J', 'L', 'M', 'O']"
"['D', 'F', 'G', 'H', 'P']"
"['I', 'J', 'L', 'N', 'Q']"
"['B', 'H', 'M', 'P', 'Q']"
"['F', 'H', 'I', 'K', 'M']"
"['D', 'J', 'K', 'M', 'Q']"
"['B', 'E', 'J', 'L', 'M']"
"['B', 'D', 'J', 'K', 'Q']"
"['E', 'F', 'G', 'I', 'K']"
"['A', 'F', 'J', 'K', 'P']"
"['C', 'I', 'K', 'P', 'Q']"
"['F', 'G', 'J', 'L', 'M']"
"['C', 'E', 'F', 'H', 'P']"
"['A', 'B', 'G', 'N', 'O']"
"['B', 'D', 'F', 'J', 'L']"
"['E', 'H', 'I', 'L', 'M']"
"['D', 'G', 'I', 'O', 'Q']"
"['A', 'B', 'F', 'L', 'M']"
"['A', 'J', 'M', 'N', 'P']"
"['B', 'E', 'J', 'K', 'L']"
"['A', 'D', 'H', 'L', 'O']"
"['G', 'I', 'L', 'M', 'P']"
"['F', 'G', 'H', 'J', 'L']"
"['A', 'J', 'N', 'O', 'Q']"
"['E', 'H', 'K', 'L', 'O']"
"['B', 'D', 'E', 'H', 'M']"
"['C', 'E', 'F', 'K', 'O']"
"['B', 'E', 'G', 'J', 'K']"
"['A', 'H', 'K', 'O', 'Q']"
"['A', 'F', 'J', 'L', 'N']"
"['E', 'F', 'M', 'O', 'P']"
"['B', 'C', 'E', 'J', 'L']"
"['I', 'M', 'O', 'P', 'Q']"
"['A', 'D', 'E', 'L', 'M']"
"['A', 'C', 'F', 'H', 'L']"
"['F', 'I', 'K', 'N', 'P']"
"['C', 'D', 'E', 'G', 'Q']"
"['B', 'H', 'J', 'K', 'M']"
"['E', 'I', 'M', 'N', 'O']"
"['C', 'E', 'F', 'P', 'Q']"
"['C', 'E', 'G', 'M', 'O']"
"['C', 'L', 'M', 'O', 'Q']"
"['D', 'F', 'G', 'H', 'I']"
"['C', 'M', 'N', 'P', 'Q']"
"['A', 'F', 'H', 'M', 'O']"
"['D', 'F', 'J', 'N', 'O']"
"['A', 'B', 'D', 'I', 'K']"
"['G', 'I', 'K', 'O', 'P']"
"['C', 'K', 'L', 'M', 'Q']"
"['B', 'I', 'J', 'K', 'M']"
"['B', 'C', 'E', 'L', 'N']"
"['A', 'B', 'E', 'G', 'H']"
"['B', 'G', 'H', 'K', 'O']"
"['B', 'D', 'G', 'O', 'Q']"
"['B', 'E', 'J', 'K', 'Q']"
"['E', 'F', 'L', 'N', 'P']"
"['C', 'E', 'F', 'H', 'L']"
"['B', 'E', 'I', 'M', 'Q']"
"['B', 'I', 'J', 'M', 'N']"
"['A', 'B', 'I', 'J', 'L']"
"['F', 'J', 'L', 'P', 'Q']"
"['A', 'B', 'H', 'I', 'O']"
"['F', 'H', 'I', 'M', 'N']"
"['A', 'B', 'F', 'J', 'O']"
"['E', 'F', 'G', 'H', 'P']"
"['B', 'F', 'O', 'P', 'Q']"
"['D', 'F', 'L', 'O', 'P']"
"['A', 'B', 'E', 'K', 'Q']"
"['B', 'D', 'F', 'G', 'P']"
"['E', 'F', 'J', 'L', 'N']"
"['D', 'E', 'I', 'K', 'N']"
"['B', 'F', 'I', 'J', 'O']"
"['A', 'D', 'G', 'J', 'L']"
"['D', 'I', 'K', 'N', 'P']"
"['F', 'H', 'I', 'M', 'Q']"
"['C', 'E', 'I', 'M', 'P']"
"['A', 'F', 'J', 'K', 'Q']"
"['B', 'H', 'L', 'O', 'P']"
"['A', 'E', 'I', 'K', 'P']"
"['B', 'G', 'J', 'M', 'N']"
"['C', 'E', 'I', 'L', 'N']"
"['A', 'B', 'C', 'H', 'N']"
"['E', 'J', 'K', 'M', 'P']"
"['E', 'J', 'K', 'L', 'M']"
"['A', 'L', 'M', 'P', 'Q']"
"['B', 'C', 'F', 'K', 'L']"
"['A', 'C', 'J', 'L', 'M']"
"['D', 'F', 'G', 'K', 'N']"
"['A', 'C', 'H', 'P', 'Q']"
"['D', 'E', 'I', 'J', 'L']"
"['E', 'I', 'L', 'M', 'N']"
"['J', 'L', 'N', 'P', 'Q']"
"['B', 'E', 'F', 'H', 'N']"
"['B', 'C', 'H', 'L', 'O']"
"['D', 'G', 'K', 'M', 'O']"
"['A', 'F', 'J', 'M', 'N']"
"['A', 'B', 'J', 'K', 'P']"
"['A', 'E', 'H', 'L', 'O']"
"['A', 'B', 'E', 'H', 'K']"
"['D', 'K', 'M', 'N', 'O']"
"['B', 'D', 'J', 'L', 'P']"
"['A', 'C', 'D', 'K', 'N']"
"['A', 'B', 'J', 'M', 'N']"
"['E', 'F', 'H', 'L', 'N']"
"['B', 'E', 'F', 'N', 'Q']"
"['B', 'C', 'I', 'N', 'P']"
"['A', 'G', 'K', 'L', 'N']"
"['C', 'D', 'H', 'J', 'O']"
"['C', 'E', 'J', 'K', 'P']"
"['E', 'F', 'K', 'L', 'P']"
"['D', 'E', 'F', 'H', 'N']"
"['C', 'E', 'H', 'N', 'P']"
"['A', 'E', 'F', 'G', 'J']"
"['C', 'D', 'I', 'K', 'Q']"
"['A', 'D', 'E', 'O', 'P']"
"['C', 'F', 'G', 'P', 'Q']"
"['A', 'C', 'D', 'E', 'L']"
"['A', 'F', 'G', 'M', 'Q']"
"['A', 'C', 'H', 'J', 'P']"
"['B', 'G', 'H', 'J', 'N']"
"['B', 'F', 'G', 'K', 'M']"
"['A', 'H', 'J', 'K', 'N']"
"['B', 'F', 'H', 'N', 'P']"
"['A', 'G', 'J', 'K', 'M']"
"['A', 'C', 'I', 'J', 'M']"
"['I', 'J', 'L', 'O', 'P']"
"['A', 'F', 'G', 'K', 'Q']"
"['A', 'C', 'G', 'N', 'Q']"
"['B', 'D', 'F', 'O', 'P']"
"['C', 'E', 'F', 'K', 'P']"
"['F', 'H', 'I', 'L', 'M']"
"['E', 'J', 'L', 'M', 'P']"
"['F', 'G', 'K', 'O', 'P']"
"['A', 'E', 'F', 'G', 'Q']"
"['D', 'G', 'I', 'K', 'P']"
"['A', 'B', 'C', 'D', 'J']"
"['B', 'H', 'I', 'K', 'N']"
"['D', 'H', 'K', 'L', 'P']"
"['E', 'H', 'I', 'J', 'N']"
"['F', 'H', 'K', 'M', 'Q']"
"['A', 'E', 'H', 'I', 'O']"
"['A', 'G', 'I', 'O', 'Q']"
"['A', 'B', 'E', 'L', 'M']"
"['C', 'D', 'E', 'F', 'O']"
"['C', 'D', 'G', 'I', 'M']"
"['C', 'D', 'I', 'L', 'N']"
"['D', 'E', 'G', 'I', 'Q']"
"['E', 'F', 'L', 'M', 'O']"
"['B', 'F', 'J', 'M', 'O']"
"['B', 'E', 'F', 'M', 'N']"
"['A', 'D', 'F', 'J', 'M']"
"['A', 'F', 'J', 'O', 'P']"
"['A', 'E', 'G', 'M', 'Q']"
"['C', 'F', 'K', 'N', 'P']"
"['A', 'G', 'J', 'L', 'N']"
"['A', 'F', 'O', 'P', 'Q']"
"['A', 'D', 'G', 'L', 'M']"
"['B', 'D', 'E', 'I', 'P']"
"['A', 'B', 'G', 'M', 'O']"
"['D', 'G', 'H', 'J', 'O']"
"['E', 'F', 'L', 'O', 'Q']"
"['D', 'F', 'I', 'O', 'Q']"
"['B', 'D', 'G', 'M', 'N']"
"['C', 'E', 'K', 'M', 'O']"
"['D', 'I', 'J', 'K', 'Q']"
"['H', 'J', 'N', 'P', 'Q']"
"['A', 'D', 'F', 'N', 'P']"
"['C', 'E', 'G', 'J', 'P']"
"['C', 'E', 'H', 'J', 'N']"
"['D', 'K', 'M', 'N', 'P']"
"['B', 'I', 'J', 'N', 'O']"
"['D', 'E', 'F', 'G', 'N']"
"['A', 'B', 'H', 'K', 'N']"
"['C', 'D', 'J', 'K', 'P']"
"['C', 'F', 'K', 'P', 'Q']"
"['C', 'G', 'H', 'I', 'O']"
"['E', 'F', 'H', 'J', 'L']"
"['B', 'E', 'I', 'M', 'P']"
"['B', 'C', 'E', 'G', 'J']"
"['A', 'C', 'H', 'M', 'Q']"
"['B', 'C', 'G', 'K', 'M']"
"['A', 'D', 'I', 'L', 'N']"
"['E', 'F', 'J', 'O', 'Q']"
"['F', 'G', 'H', 'M', 'N']"
"['G', 'J', 'L', 'O', 'P']"
"['C', 'D', 'K', 'L', 'N']"
"['C', 'D', 'E', 'J', 'P']"
"['B', 'C', 'D', 'G', 'N']"
"['A', 'C', 'E', 'J', 'P']"
"['D', 'G', 'J', 'K', 'P']"
"['A', 'C', 'F', 'H', 'N']"
"['D', 'F', 'H', 'M', 'O']"
"['E', 'G', 'H', 'I', 'P']"
"['E', 'G', 'I', 'L', 'N']"
"['D', 'E', 'J', 'L', 'M']"
"['H', 'J', 'K', 'M', 'O']"
"['D', 'M', 'O', 'P', 'Q']"
"['A', 'D', 'F', 'H', 'Q']"
"['B', 'C', 'E', 'H', 'L']"
"['B', 'I', 'K', 'L', 'Q']"
"['A', 'F', 'H', 'L', 'O']"
"['C', 'D', 'G', 'L', 'M']"
"['C', 'D', 'H', 'K', 'N']"
"['C', 'G', 'J', 'K', 'O']"
"['A', 'B', 'C', 'G', 'P']"
"['G', 'H', 'I', 'J', 'K']"
"['E', 'F', 'H', 'M', 'Q']"
"['A', 'C', 'D', 'E', 'F']"
"['D', 'E', 'H', 'I', 'M']"
"['B', 'D', 'G', 'K', 'M']"
"['B', 'D', 'L', 'N', 'O']"
"['C', 'F', 'G', 'J', 'N']"
"['A', 'G', 'I', 'M', 'P']"
"['D', 'G', 'I', 'M', 'Q']"
"['B', 'C', 'D', 'G', 'M']"
"['B', 'C', 'D', 'J', 'Q']"
"['E', 'G', 'H', 'M', 'N']"
"['A', 'G', 'H', 'N', 'P']"
"['B', 'C', 'G', 'L', 'M']"
"['B', 'F', 'J', 'L', 'N']"
"['A', 'C', 'N', 'P', 'Q']"
"['B', 'C', 'I', 'M', 'P']"
"['F', 'J', 'L', 'M', 'N']"
"['D', 'G', 'I', 'P', 'Q']"
"['E', 'I', 'J', 'M', 'N']"
"['B', 'E', 'J', 'K', 'N']"
"['A', 'G', 'H', 'J', 'O']"
"['C', 'D', 'F', 'J', 'O']"
"['A', 'C', 'E', 'J', 'O']"
"['D', 'E', 'G', 'I', 'M']"
"['I', 'K', 'L', 'N', 'Q']"
"['A', 'B', 'D', 'E', 'K']"
"['A', 'C', 'G', 'L', 'O']"
"['D', 'F', 'G', 'I', 'Q']"
"['C', 'E', 'I', 'O', 'P']"
"['A', 'B', 'E', 'K', 'L']"
"['B', 'E', 'H', 'L', 'Q']"
"['H', 'I', 'J', 'K', 'O']"
"['C', 'G', 'J', 'M', 'P']"
"['A', 'B', 'H', 'L', 'P']"
"['C', 'E', 'M', 'P', 'Q']"
"['B', 'F', 'I', 'L', 'M']"
"['C', 'G', 'H', 'I', 'J']"
"['B', 'D', 'E', 'L', 'Q']"
"['F', 'H', 'I', 'J', 'L']"
"['C', 'D', 'G', 'I', 'K']"
"['G', 'K', 'M', 'N', 'Q']"
"['B', 'F', 'M', 'P', 'Q']"
"['F', 'M', 'O', 'P', 'Q']"
"['F', 'G', 'H', 'L', 'O']"
"['G', 'H', 'I', 'P', 'Q']"
"['D', 'H', 'J', 'K', 'O']"
"['A', 'B', 'G', 'H', 'P']"
"['F', 'K', 'N', 'P', 'Q']"
"['F', 'G', 'M', 'O', 'P']"
"['C', 'J', 'L', 'M', 'O']"
"['G', 'J', 'L', 'M', 'P']"
"['A', 'D', 'J', 'L', 'N']"
"['A', 'B', 'C', 'N', 'P']"
"['D', 'E', 'F', 'G', 'K']"
"['D', 'E', 'H', 'I', 'P']"
"['B', 'H', 'K', 'L', 'M']"
"['D', 'E', 'L', 'M', 'O']"
"['F', 'G', 'H', 'M', 'P']"
"['C', 'G', 'H', 'M', 'O']"
"['A', 'D', 'E', 'P', 'Q']"
"['C', 'D', 'J', 'K', 'N']"
"['B', 'E', 'M', 'O', 'P']"
"['E', 'F', 'I', 'J', 'Q']"
"['C', 'D', 'E', 'F', 'M']"
"['C', 'E', 'G', 'I', 'Q']"
"['F', 'G', 'K', 'O', 'Q']"
"['E', 'H', 'L', 'N', 'P']"
"['B', 'C', 'I', 'M', 'Q']"
"['B', 'D', 'J', 'M', 'O']"
"['C', 'J', 'K', 'N', 'Q']"
"['C', 'D', 'G', 'J', 'P']"
"['A', 'H', 'I', 'N', 'O']"
"['C', 'D', 'I', 'M', 'Q']"
"['A', 'B', 'F', 'L', 'O']"
"['E', 'H', 'L', 'M', 'O']"
"['B', 'G', 'M', 'P', 'Q']"
"['D', 'E', 'I', 'M', 'P']"
"['A', 'D', 'F', 'G', 'M']"
"['B', 'F', 'H', 'K', 'L']"
"['D', 'G', 'J', 'O', 'P']"
"['B', 'C', 'H', 'I', 'O']"
"['A', 'C', 'I', 'L', 'N']"
"['B', 'F', 'H', 'N', 'O']"
"['A', 'D', 'G', 'K', 'N']"
"['H', 'I', 'K', 'M', 'P']"
"['A', 'C', 'H', 'I', 'Q']"
"['B', 'C', 'D', 'F', 'N']"
"['C', 'J', 'K', 'M', 'P']"
"['F', 'J', 'N', 'P', 'Q']"
"['C', 'H', 'I', 'J', 'M']"
"['B', 'C', 'E', 'J', 'P']"
"['A', 'C', 'I', 'O', 'P']"
"['E', 'G', 'H', 'I', 'L']"
"['E', 'G', 'I', 'N', 'P']"
"['A', 'B', 'E', 'H', 'Q']"
"['C', 'D', 'H', 'J', 'K']"
"['C', 'E', 'F', 'J', 'O']"
"['F', 'H', 'K', 'L', 'Q']"
"['C', 'E', 'F', 'H', 'N']"
"['D', 'H', 'I', 'J', 'M']"
"['A', 'C', 'H', 'N', 'P']"
"['A', 'B', 'C', 'E', 'H']"
"['A', 'B', 'D', 'L', 'M']"
"['B', 'C', 'E', 'M', 'Q']"
"['A', 'C', 'G', 'H', 'P']"
"['E', 'F', 'H', 'I', 'Q']"
"['A', 'D', 'F', 'I', 'J']"
"['F', 'I', 'K', 'L', 'O']"
"['C', 'J', 'N', 'O', 'P']"
"['D', 'E', 'H', 'M', 'Q']"
"['A', 'C', 'E', 'L', 'O']"
"['B', 'C', 'J', 'K', 'Q']"
"['A', 'D', 'L', 'O', 'P']"
"['G', 'L', 'N', 'P', 'Q']"
"['E', 'F', 'I', 'N', 'O']"
"['G', 'J', 'O', 'P', 'Q']"
"['A', 'B', 'C', 'G', 'M']"
"['J', 'K', 'M', 'N', 'P']"
"['F', 'G', 'J', 'N', 'P']"
"['A', 'D', 'I', 'K', 'Q']"
"['E', 'H', 'K', 'O', 'P']"
"['E', 'K', 'M', 'N', 'Q']"
"['B', 'E', 'J', 'K', 'O']"
"['B', 'G', 'H', 'N', 'P']"
